time,unit,station,part,family,type,activity
170,ms,PizzaSource,PZ_1000_1,PZ,PZ_1000,EXIT
170,ms,PizzaSource,PZ_1000_3,PZ,PZ_1000,ENTER
630,ms,PalletSource,PAL_000001,PAL,PAL,EXIT
630,ms,PalletSource,PAL_000002,PAL,PAL,ENTER
3170,ms,Oven,PZ_1000_1,PZ,PZ_1000,ENTER
3670,ms,PizzaSource,PZ_1000_3,PZ,PZ_1000,EXIT
3670,ms,PizzaSource,PZ_1000_4,PZ,PZ_1000,ENTER
5590,ms,Oven,PZ_1000_1,PZ,PZ_1000,EXIT
6660,ms,Oven,PZ_1000_3,PZ,PZ_1000,ENTER
7150,ms,PizzaSource,PZ_1000_4,PZ,PZ_1000,EXIT
7150,ms,PizzaSource,PZ_1000_5,PZ,PZ_1000,ENTER
7690,ms,Freezer,PZ_1000_1,PZ,PZ_1000,ENTER
9080,ms,Oven,PZ_1000_3,PZ,PZ_1000,EXIT
10140,ms,Oven,PZ_1000_4,PZ,PZ_1000,ENTER
10640,ms,PizzaSource,PZ_1000_5,PZ,PZ_1000,EXIT
10640,ms,PizzaSource,PZ_1000_6,PZ,PZ_1000,ENTER
11190,ms,Freezer,PZ_1000_3,PZ,PZ_1000,ENTER
12560,ms,Oven,PZ_1000_4,PZ,PZ_1000,EXIT
13630,ms,Oven,PZ_1000_5,PZ,PZ_1000,ENTER
14190,ms,PizzaSource,PZ_1000_6,PZ,PZ_1000,EXIT
14190,ms,PizzaSource,PZ_1000_7,PZ,PZ_1000,ENTER
14670,ms,Freezer,PZ_1000_4,PZ,PZ_1000,ENTER
16050,ms,Oven,PZ_1000_5,PZ,PZ_1000,EXIT
17190,ms,Oven,PZ_1000_6,PZ,PZ_1000,ENTER
17680,ms,PizzaSource,PZ_1000_7,PZ,PZ_1000,EXIT
17680,ms,PizzaSource,PZ_1000_8,PZ,PZ_1000,ENTER
18160,ms,Freezer,PZ_1000_5,PZ,PZ_1000,ENTER
19610,ms,Oven,PZ_1000_6,PZ,PZ_1000,EXIT
20680,ms,Oven,PZ_1000_7,PZ,PZ_1000,ENTER
21160,ms,PizzaSource,PZ_1000_8,PZ,PZ_1000,EXIT
21160,ms,PizzaSource,PZ_1000_9,PZ,PZ_1000,ENTER
21720,ms,Freezer,PZ_1000_6,PZ,PZ_1000,ENTER
23100,ms,Oven,PZ_1000_7,PZ,PZ_1000,EXIT
23950,ms,Freezer,PZ_1000_1,PZ,PZ_1000,EXIT
24150,ms,Oven,PZ_1000_8,PZ,PZ_1000,ENTER
24630,ms,PizzaSource,PZ_1000_9,PZ,PZ_1000,EXIT
24630,ms,PizzaSource,PZ_1000_10,PZ,PZ_1000,ENTER
25200,ms,Freezer,PZ_1000_7,PZ,PZ_1000,ENTER
26570,ms,Oven,PZ_1000_8,PZ,PZ_1000,EXIT
26610,ms,PackStation,PZ_1000_1,PZ,PZ_1000,ENTER
27440,ms,Freezer,PZ_1000_3,PZ,PZ_1000,EXIT
27630,ms,Oven,PZ_1000_9,PZ,PZ_1000,ENTER
28180,ms,PizzaSource,PZ_1000_10,PZ,PZ_1000,EXIT
28180,ms,PizzaSource,PZ_1000_11,PZ,PZ_1000,ENTER
28680,ms,Freezer,PZ_1000_8,PZ,PZ_1000,ENTER
30050,ms,Oven,PZ_1000_9,PZ,PZ_1000,EXIT
30100,ms,PackStation,PZ_1000_3,PZ,PZ_1000,ENTER
30920,ms,Freezer,PZ_1000_4,PZ,PZ_1000,EXIT
31180,ms,Oven,PZ_1000_10,PZ,PZ_1000,ENTER
31710,ms,PizzaSource,PZ_1000_11,PZ,PZ_1000,EXIT
31710,ms,PizzaSource,PZ_1000_13,PZ,PZ_1000,ENTER
32150,ms,Freezer,PZ_1000_9,PZ,PZ_1000,ENTER
33600,ms,Oven,PZ_1000_10,PZ,PZ_1000,EXIT
34100,ms,PackStation,PACK_1000_000001,PACK,PACK_1000,EXIT_AP
34410,ms,Freezer,PZ_1000_5,PZ,PZ_1000,EXIT
34710,ms,Oven,PZ_1000_11,PZ,PZ_1000,ENTER
35040,ms,PackStation,PZ_1000_4,PZ,PZ_1000,ENTER
35210,ms,PizzaSource,PZ_1000_13,PZ,PZ_1000,EXIT
35210,ms,PizzaSource,PZ_1000_14,PZ,PZ_1000,ENTER
35710,ms,Freezer,PZ_1000_10,PZ,PZ_1000,ENTER
37070,ms,PackStation,PZ_1000_5,PZ,PZ_1000,ENTER
37130,ms,Oven,PZ_1000_11,PZ,PZ_1000,EXIT
37970,ms,Freezer,PZ_1000_6,PZ,PZ_1000,EXIT
38210,ms,Oven,PZ_1000_13,PZ,PZ_1000,ENTER
38420,ms,BoxStation,PACK_1000_000001,PACK,PACK_1000,ENTER
38720,ms,PizzaSource,PZ_1000_14,PZ,PZ_1000,EXIT
38720,ms,PizzaSource,PZ_1000_16,PZ,PZ_1000,ENTER
39230,ms,Freezer,PZ_1000_11,PZ,PZ_1000,ENTER
40630,ms,Oven,PZ_1000_13,PZ,PZ_1000,EXIT
41430,ms,PackStation,PACK_1000_000002,PACK,PACK_1000,EXIT_AP
41460,ms,Freezer,PZ_1000_7,PZ,PZ_1000,EXIT
41720,ms,Oven,PZ_1000_14,PZ,PZ_1000,ENTER
42260,ms,PizzaSource,PZ_1000_16,PZ,PZ_1000,EXIT
42260,ms,PizzaSource,PZ_1000_17,PZ,PZ_1000,ENTER
42370,ms,PackStation,PZ_1000_6,PZ,PZ_1000,ENTER
42740,ms,Freezer,PZ_1000_13,PZ,PZ_1000,ENTER
44120,ms,PackStation,PZ_1000_7,PZ,PZ_1000,ENTER
44140,ms,Oven,PZ_1000_14,PZ,PZ_1000,EXIT
44930,ms,Freezer,PZ_1000_8,PZ,PZ_1000,EXIT
45250,ms,Oven,PZ_1000_16,PZ,PZ_1000,ENTER
45750,ms,BoxStation,PACK_1000_000002,PACK,PACK_1000,ENTER
45790,ms,PizzaSource,PZ_1000_17,PZ,PZ_1000,EXIT
45790,ms,PizzaSource,PZ_1000_19,PZ,PZ_1000,ENTER
46250,ms,Freezer,PZ_1000_14,PZ,PZ_1000,ENTER
47670,ms,Oven,PZ_1000_16,PZ,PZ_1000,EXIT
47850,ms,PackStation,PACK_1000_000003,PACK,PACK_1000,EXIT_AP
48410,ms,Freezer,PZ_1000_9,PZ,PZ_1000,EXIT
48790,ms,Oven,PZ_1000_17,PZ,PZ_1000,ENTER
48790,ms,PackStation,PZ_1000_8,PZ,PZ_1000,ENTER
49340,ms,PizzaSource,PZ_1000_19,PZ,PZ_1000,EXIT
49340,ms,PizzaSource,PZ_1000_20,PZ,PZ_1000,ENTER
49780,ms,Freezer,PZ_1000_16,PZ,PZ_1000,ENTER
51070,ms,PackStation,PZ_1000_9,PZ,PZ_1000,ENTER
51210,ms,Oven,PZ_1000_17,PZ,PZ_1000,EXIT
51960,ms,Freezer,PZ_1000_10,PZ,PZ_1000,EXIT
52170,ms,BoxStation,PACK_1000_000003,PACK,PACK_1000,ENTER
52340,ms,Oven,PZ_1000_19,PZ,PZ_1000,ENTER
52790,ms,PizzaSource,PZ_1000_20,PZ,PZ_1000,EXIT
52790,ms,PizzaSource,PZ_1000_22,PZ,PZ_1000,ENTER
53320,ms,Freezer,PZ_1000_17,PZ,PZ_1000,ENTER
54750,ms,Oven,PZ_1000_19,PZ,PZ_1000,EXIT
55180,ms,PackStation,PACK_1000_000004,PACK,PACK_1000,EXIT_AP
55490,ms,Freezer,PZ_1000_11,PZ,PZ_1000,EXIT
55780,ms,Oven,PZ_1000_20,PZ,PZ_1000,ENTER
56120,ms,PackStation,PZ_1000_10,PZ,PZ_1000,ENTER
56330,ms,PizzaSource,PZ_1000_22,PZ,PZ_1000,EXIT
56330,ms,PizzaSource,PZ_1000_24,PZ,PZ_1000,ENTER
56860,ms,Freezer,PZ_1000_19,PZ,PZ_1000,ENTER
58150,ms,PackStation,PZ_1000_11,PZ,PZ_1000,ENTER
58200,ms,Oven,PZ_1000_20,PZ,PZ_1000,EXIT
58990,ms,Freezer,PZ_1000_13,PZ,PZ_1000,EXIT
59320,ms,Oven,PZ_1000_22,PZ,PZ_1000,ENTER
59320,ms,BoxStation,BOX_1000_000001,BOX,BOX_1000,EXIT_AP
59860,ms,PizzaSource,PZ_1000_24,PZ,PZ_1000,EXIT
59860,ms,PizzaSource,PZ_1000_26,PZ,PZ_1000,ENTER
60150,ms,BoxStation,PACK_1000_000004,PACK,PACK_1000,ENTER
60310,ms,Freezer,PZ_1000_20,PZ,PZ_1000,ENTER
61740,ms,Oven,PZ_1000_22,PZ,PZ_1000,EXIT
62120,ms,PackStation,PACK_1000_000005,PACK,PACK_1000,EXIT_AP
62350,ms,PalletStation,BOX_1000_000001,BOX,BOX_1000,ENTER
62500,ms,Freezer,PZ_1000_14,PZ,PZ_1000,EXIT
62850,ms,Oven,PZ_1000_24,PZ,PZ_1000,ENTER
63060,ms,PackStation,PZ_1000_13,PZ,PZ_1000,ENTER
63350,ms,PizzaSource,PZ_1000_26,PZ,PZ_1000,EXIT
63350,ms,PizzaSource,PZ_1000_27,PZ,PZ_1000,ENTER
63850,ms,Freezer,PZ_1000_22,PZ,PZ_1000,ENTER
65160,ms,PackStation,PZ_1000_14,PZ,PZ_1000,ENTER
65270,ms,Oven,PZ_1000_24,PZ,PZ_1000,EXIT
66030,ms,Freezer,PZ_1000_16,PZ,PZ_1000,EXIT
66340,ms,Oven,PZ_1000_26,PZ,PZ_1000,ENTER
66440,ms,BoxStation,PACK_1000_000005,PACK,PACK_1000,ENTER
66880,ms,PizzaSource,PZ_1000_27,PZ,PZ_1000,EXIT
66880,ms,PizzaSource,PZ_1000_29,PZ,PZ_1000,ENTER
67380,ms,Freezer,PZ_1000_24,PZ,PZ_1000,ENTER
68760,ms,Oven,PZ_1000_26,PZ,PZ_1000,EXIT
69080,ms,PackStation,PACK_1000_000006,PACK,PACK_1000,EXIT_AP
69570,ms,Freezer,PZ_1000_17,PZ,PZ_1000,EXIT
69880,ms,Oven,PZ_1000_27,PZ,PZ_1000,ENTER
70020,ms,PackStation,PZ_1000_16,PZ,PZ_1000,ENTER
70420,ms,PizzaSource,PZ_1000_29,PZ,PZ_1000,EXIT
70420,ms,PizzaSource,PZ_1000_30,PZ,PZ_1000,ENTER
70870,ms,Freezer,PZ_1000_26,PZ,PZ_1000,ENTER
72230,ms,PackStation,PZ_1000_17,PZ,PZ_1000,ENTER
72300,ms,Oven,PZ_1000_27,PZ,PZ_1000,EXIT
73120,ms,Freezer,PZ_1000_19,PZ,PZ_1000,EXIT
73400,ms,BoxStation,PACK_1000_000006,PACK,PACK_1000,ENTER
73420,ms,Oven,PZ_1000_29,PZ,PZ_1000,ENTER
73920,ms,PizzaSource,PZ_1000_30,PZ,PZ_1000,EXIT
73920,ms,PizzaSource,PZ_1000_32,PZ,PZ_1000,ENTER
74410,ms,Freezer,PZ_1000_27,PZ,PZ_1000,ENTER
75840,ms,Oven,PZ_1000_29,PZ,PZ_1000,EXIT
76240,ms,PackStation,PACK_1000_000007,PACK,PACK_1000,EXIT_AP
76560,ms,Freezer,PZ_1000_20,PZ,PZ_1000,EXIT
76920,ms,Oven,PZ_1000_30,PZ,PZ_1000,ENTER
77180,ms,PackStation,PZ_1000_19,PZ,PZ_1000,ENTER
77390,ms,PizzaSource,PZ_1000_32,PZ,PZ_1000,EXIT
77390,ms,PizzaSource,PZ_1000_33,PZ,PZ_1000,ENTER
77950,ms,Freezer,PZ_1000_29,PZ,PZ_1000,ENTER
79220,ms,PackStation,PZ_1000_20,PZ,PZ_1000,ENTER
79340,ms,Oven,PZ_1000_30,PZ,PZ_1000,EXIT
80100,ms,Freezer,PZ_1000_22,PZ,PZ_1000,EXIT
80380,ms,Oven,PZ_1000_32,PZ,PZ_1000,ENTER
80900,ms,PizzaSource,PZ_1000_33,PZ,PZ_1000,EXIT
80900,ms,PizzaSource,PZ_1000_36,PZ,PZ_1000,ENTER
81150,ms,BoxStation,BOX_1000_000002,BOX,BOX_1000,EXIT_AP
81450,ms,Freezer,PZ_1000_30,PZ,PZ_1000,ENTER
81980,ms,BoxStation,PACK_1000_000007,PACK,PACK_1000,ENTER
82800,ms,Oven,PZ_1000_32,PZ,PZ_1000,EXIT
83440,ms,PackStation,PACK_1000_000008,PACK,PACK_1000,EXIT_AP
83630,ms,Freezer,PZ_1000_24,PZ,PZ_1000,EXIT
83900,ms,Oven,PZ_1000_33,PZ,PZ_1000,ENTER
84180,ms,PalletStation,BOX_1000_000002,BOX,BOX_1000,ENTER
84380,ms,PackStation,PZ_1000_22,PZ,PZ_1000,ENTER
84470,ms,PizzaSource,PZ_1000_36,PZ,PZ_1000,EXIT
84470,ms,PizzaSource,PZ_1000_37,PZ,PZ_1000,ENTER
84910,ms,Freezer,PZ_1000_32,PZ,PZ_1000,ENTER
86290,ms,PackStation,PZ_1000_24,PZ,PZ_1000,ENTER
86320,ms,Oven,PZ_1000_33,PZ,PZ_1000,EXIT
87120,ms,Freezer,PZ_1000_26,PZ,PZ_1000,EXIT
87470,ms,Oven,PZ_1000_36,PZ,PZ_1000,ENTER
87760,ms,BoxStation,PACK_1000_000008,PACK,PACK_1000,ENTER
87910,ms,PizzaSource,PZ_1000_37,PZ,PZ_1000,EXIT
87910,ms,PizzaSource,PZ_1000_39,PZ,PZ_1000,ENTER
88430,ms,Freezer,PZ_1000_33,PZ,PZ_1000,ENTER
89880,ms,Oven,PZ_1000_36,PZ,PZ_1000,EXIT
90410,ms,PackStation,PACK_1000_000009,PACK,PACK_1000,EXIT_AP
90660,ms,Freezer,PZ_1000_27,PZ,PZ_1000,EXIT
90910,ms,Oven,PZ_1000_37,PZ,PZ_1000,ENTER
91340,ms,PackStation,PZ_1000_26,PZ,PZ_1000,ENTER
91420,ms,PizzaSource,PZ_1000_39,PZ,PZ_1000,EXIT
91420,ms,PizzaSource,PZ_1000_40,PZ,PZ_1000,ENTER
91990,ms,Freezer,PZ_1000_36,PZ,PZ_1000,ENTER
93320,ms,Oven,PZ_1000_37,PZ,PZ_1000,EXIT
93320,ms,PackStation,PZ_1000_27,PZ,PZ_1000,ENTER
94200,ms,Freezer,PZ_1000_29,PZ,PZ_1000,EXIT
94420,ms,Oven,PZ_1000_39,PZ,PZ_1000,ENTER
94720,ms,BoxStation,PACK_1000_000009,PACK,PACK_1000,ENTER
94910,ms,PizzaSource,PZ_1000_40,PZ,PZ_1000,EXIT
94910,ms,PizzaSource,PZ_1000_42,PZ,PZ_1000,ENTER
95430,ms,Freezer,PZ_1000_37,PZ,PZ_1000,ENTER
96840,ms,Oven,PZ_1000_39,PZ,PZ_1000,EXIT
97650,ms,PackStation,PACK_1000_000010,PACK,PACK_1000,EXIT_AP
97700,ms,Freezer,PZ_1000_30,PZ,PZ_1000,EXIT
97900,ms,Oven,PZ_1000_40,PZ,PZ_1000,ENTER
98310,ms,PizzaSource,PZ_1000_42,PZ,PZ_1000,EXIT
98310,ms,PizzaSource,PZ_1000_43,PZ,PZ_1000,ENTER
98590,ms,PackStation,PZ_1000_29,PZ,PZ_1000,ENTER
98950,ms,Freezer,PZ_1000_39,PZ,PZ_1000,ENTER
100320,ms,Oven,PZ_1000_40,PZ,PZ_1000,EXIT
100360,ms,PackStation,PZ_1000_30,PZ,PZ_1000,ENTER
101160,ms,Freezer,PZ_1000_32,PZ,PZ_1000,EXIT
101310,ms,Oven,PZ_1000_42,PZ,PZ_1000,ENTER
101800,ms,PizzaSource,PZ_1000_43,PZ,PZ_1000,EXIT
101800,ms,PizzaSource,PZ_1000_46,PZ,PZ_1000,ENTER
102430,ms,Freezer,PZ_1000_40,PZ,PZ_1000,ENTER
102820,ms,BoxStation,BOX_1000_000003,BOX,BOX_1000,EXIT_AP
103650,ms,BoxStation,PACK_1000_000010,PACK,PACK_1000,ENTER
103730,ms,Oven,PZ_1000_42,PZ,PZ_1000,EXIT
104210,ms,PackStation,PACK_1000_000011,PACK,PACK_1000,EXIT_AP
104680,ms,Freezer,PZ_1000_33,PZ,PZ_1000,EXIT
104790,ms,Oven,PZ_1000_43,PZ,PZ_1000,ENTER
105150,ms,PackStation,PZ_1000_32,PZ,PZ_1000,ENTER
105320,ms,PizzaSource,PZ_1000_46,PZ,PZ_1000,EXIT
105320,ms,PizzaSource,PZ_1000_47,PZ,PZ_1000,ENTER
105840,ms,Freezer,PZ_1000_42,PZ,PZ_1000,ENTER
105840,ms,PalletStation,BOX_1000_000003,BOX,BOX_1000,ENTER
107210,ms,Oven,PZ_1000_43,PZ,PZ_1000,EXIT
107340,ms,PackStation,PZ_1000_33,PZ,PZ_1000,ENTER
108250,ms,Freezer,PZ_1000_36,PZ,PZ_1000,EXIT
108310,ms,Oven,PZ_1000_46,PZ,PZ_1000,ENTER
108530,ms,BoxStation,PACK_1000_000011,PACK,PACK_1000,ENTER
108810,ms,PizzaSource,PZ_1000_47,PZ,PZ_1000,EXIT
108810,ms,PizzaSource,PZ_1000_49,PZ,PZ_1000,ENTER
109320,ms,Freezer,PZ_1000_43,PZ,PZ_1000,ENTER
110730,ms,Oven,PZ_1000_46,PZ,PZ_1000,EXIT
111180,ms,PackStation,PACK_1000_000012,PACK,PACK_1000,EXIT_AP
111690,ms,Freezer,PZ_1000_37,PZ,PZ_1000,EXIT
111800,ms,Oven,PZ_1000_47,PZ,PZ_1000,ENTER
112120,ms,PackStation,PZ_1000_36,PZ,PZ_1000,ENTER
112310,ms,PizzaSource,PZ_1000_49,PZ,PZ_1000,EXIT
112310,ms,PizzaSource,PZ_1000_50,PZ,PZ_1000,ENTER
112840,ms,Freezer,PZ_1000_46,PZ,PZ_1000,ENTER
114220,ms,Oven,PZ_1000_47,PZ,PZ_1000,EXIT
114350,ms,PackStation,PZ_1000_37,PZ,PZ_1000,ENTER
115200,ms,Freezer,PZ_1000_39,PZ,PZ_1000,EXIT
115310,ms,Oven,PZ_1000_49,PZ,PZ_1000,ENTER
115500,ms,BoxStation,PACK_1000_000012,PACK,PACK_1000,ENTER
115780,ms,PizzaSource,PZ_1000_50,PZ,PZ_1000,EXIT
115780,ms,PizzaSource,PZ_1000_52,PZ,PZ_1000,ENTER
116330,ms,Freezer,PZ_1000_47,PZ,PZ_1000,ENTER
117730,ms,Oven,PZ_1000_49,PZ,PZ_1000,EXIT
118680,ms,Freezer,PZ_1000_40,PZ,PZ_1000,EXIT
118730,ms,PackStation,PACK_1000_000013,PACK,PACK_1000,EXIT_AP
118780,ms,Oven,PZ_1000_50,PZ,PZ_1000,ENTER
119300,ms,PizzaSource,PZ_1000_52,PZ,PZ_1000,EXIT
119300,ms,PizzaSource,PZ_1000_54,PZ,PZ_1000,ENTER
119660,ms,PackStation,PZ_1000_39,PZ,PZ_1000,ENTER
119840,ms,Freezer,PZ_1000_49,PZ,PZ_1000,ENTER
121200,ms,Oven,PZ_1000_50,PZ,PZ_1000,EXIT
121340,ms,PackStation,PZ_1000_40,PZ,PZ_1000,ENTER
122090,ms,Freezer,PZ_1000_42,PZ,PZ_1000,EXIT
122300,ms,Oven,PZ_1000_52,PZ,PZ_1000,ENTER
122820,ms,PizzaSource,PZ_1000_54,PZ,PZ_1000,EXIT
122820,ms,PizzaSource,PZ_1000_56,PZ,PZ_1000,ENTER
122910,ms,BoxStation,BOX_1000_000004,BOX,BOX_1000,EXIT_AP
123300,ms,Freezer,PZ_1000_50,PZ,PZ_1000,ENTER
123730,ms,BoxStation,PACK_1000_000013,PACK,PACK_1000,ENTER
124710,ms,Oven,PZ_1000_52,PZ,PZ_1000,EXIT
125570,ms,Freezer,PZ_1000_43,PZ,PZ_1000,EXIT
125650,ms,PackStation,PACK_1000_000014,PACK,PACK_1000,EXIT_AP
125820,ms,Oven,PZ_1000_54,PZ,PZ_1000,ENTER
125930,ms,PalletStation,BOX_1000_000004,BOX,BOX_1000,ENTER
126370,ms,PizzaSource,PZ_1000_56,PZ,PZ_1000,EXIT
126370,ms,PizzaSource,PZ_1000_57,PZ,PZ_1000,ENTER
126590,ms,PackStation,PZ_1000_42,PZ,PZ_1000,ENTER
126820,ms,Freezer,PZ_1000_52,PZ,PZ_1000,ENTER
128230,ms,PackStation,PZ_1000_43,PZ,PZ_1000,ENTER
128240,ms,Oven,PZ_1000_54,PZ,PZ_1000,EXIT
129090,ms,Freezer,PZ_1000_46,PZ,PZ_1000,EXIT
129370,ms,Oven,PZ_1000_56,PZ,PZ_1000,ENTER
129870,ms,PizzaSource,PZ_1000_57,PZ,PZ_1000,EXIT
129870,ms,PizzaSource,PZ_1000_59,PZ,PZ_1000,ENTER
129960,ms,BoxStation,PACK_1000_000014,PACK,PACK_1000,ENTER
130350,ms,Freezer,PZ_1000_54,PZ,PZ_1000,ENTER
131790,ms,Oven,PZ_1000_56,PZ,PZ_1000,EXIT
132580,ms,Freezer,PZ_1000_47,PZ,PZ_1000,EXIT
132600,ms,PackStation,PACK_1000_000015,PACK,PACK_1000,EXIT_AP
132870,ms,Oven,PZ_1000_57,PZ,PZ_1000,ENTER
133370,ms,PizzaSource,PZ_1000_59,PZ,PZ_1000,EXIT
133370,ms,PizzaSource,PZ_1000_60,PZ,PZ_1000,ENTER
133540,ms,PackStation,PZ_1000_46,PZ,PZ_1000,ENTER
133890,ms,Freezer,PZ_1000_56,PZ,PZ_1000,ENTER
135240,ms,PackStation,PZ_1000_47,PZ,PZ_1000,ENTER
135290,ms,Oven,PZ_1000_57,PZ,PZ_1000,EXIT
136090,ms,Freezer,PZ_1000_49,PZ,PZ_1000,EXIT
136370,ms,Oven,PZ_1000_59,PZ,PZ_1000,ENTER
136870,ms,PizzaSource,PZ_1000_60,PZ,PZ_1000,EXIT
136870,ms,PizzaSource,PZ_1000_62,PZ,PZ_1000,ENTER
136920,ms,BoxStation,PACK_1000_000015,PACK,PACK_1000,ENTER
137400,ms,Freezer,PZ_1000_57,PZ,PZ_1000,ENTER
138780,ms,Oven,PZ_1000_59,PZ,PZ_1000,EXIT
139490,ms,PackStation,PACK_1000_000016,PACK,PACK_1000,EXIT_AP
139560,ms,Freezer,PZ_1000_50,PZ,PZ_1000,EXIT
139870,ms,Oven,PZ_1000_60,PZ,PZ_1000,ENTER
140370,ms,PizzaSource,PZ_1000_62,PZ,PZ_1000,EXIT
140370,ms,PizzaSource,PZ_1000_63,PZ,PZ_1000,ENTER
140430,ms,PackStation,PZ_1000_49,PZ,PZ_1000,ENTER
140890,ms,Freezer,PZ_1000_59,PZ,PZ_1000,ENTER
142220,ms,PackStation,PZ_1000_50,PZ,PZ_1000,ENTER
142280,ms,Oven,PZ_1000_60,PZ,PZ_1000,EXIT
143080,ms,Freezer,PZ_1000_52,PZ,PZ_1000,EXIT
143370,ms,Oven,PZ_1000_62,PZ,PZ_1000,ENTER
143870,ms,PizzaSource,PZ_1000_63,PZ,PZ_1000,EXIT
143870,ms,PizzaSource,PZ_1000_66,PZ,PZ_1000,ENTER
144040,ms,BoxStation,BOX_1000_000005,BOX,BOX_1000,EXIT_AP
144390,ms,Freezer,PZ_1000_60,PZ,PZ_1000,ENTER
144870,ms,BoxStation,PACK_1000_000016,PACK,PACK_1000,ENTER
145790,ms,Oven,PZ_1000_62,PZ,PZ_1000,EXIT
146440,ms,PackStation,PACK_1000_000017,PACK,PACK_1000,EXIT_AP
146600,ms,Freezer,PZ_1000_54,PZ,PZ_1000,EXIT
146870,ms,Oven,PZ_1000_63,PZ,PZ_1000,ENTER
147070,ms,PalletStation,BOX_1000_000005,BOX,BOX_1000,ENTER
147380,ms,PackStation,PZ_1000_52,PZ,PZ_1000,ENTER
147460,ms,PizzaSource,PZ_1000_66,PZ,PZ_1000,EXIT
147460,ms,PizzaSource,PZ_1000_67,PZ,PZ_1000,ENTER
147900,ms,Freezer,PZ_1000_62,PZ,PZ_1000,ENTER
149260,ms,PackStation,PZ_1000_54,PZ,PZ_1000,ENTER
149290,ms,Oven,PZ_1000_63,PZ,PZ_1000,EXIT
150150,ms,Freezer,PZ_1000_56,PZ,PZ_1000,EXIT
150460,ms,Oven,PZ_1000_66,PZ,PZ_1000,ENTER
150760,ms,BoxStation,PACK_1000_000017,PACK,PACK_1000,ENTER
151050,ms,PizzaSource,PZ_1000_67,PZ,PZ_1000,EXIT
151050,ms,PizzaSource,PZ_1000_69,PZ,PZ_1000,ENTER
151400,ms,Freezer,PZ_1000_63,PZ,PZ_1000,ENTER
152870,ms,Oven,PZ_1000_66,PZ,PZ_1000,EXIT
152960,ms,PackStation,PACK_1000_000018,PACK,PACK_1000,EXIT_AP
153650,ms,Freezer,PZ_1000_57,PZ,PZ_1000,EXIT
153900,ms,PackStation,PZ_1000_56,PZ,PZ_1000,ENTER
154040,ms,Oven,PZ_1000_67,PZ,PZ_1000,ENTER
154520,ms,PizzaSource,PZ_1000_69,PZ,PZ_1000,EXIT
154520,ms,PizzaSource,PZ_1000_70,PZ,PZ_1000,ENTER
154980,ms,Freezer,PZ_1000_66,PZ,PZ_1000,ENTER
156310,ms,PackStation,PZ_1000_57,PZ,PZ_1000,ENTER
156460,ms,Oven,PZ_1000_67,PZ,PZ_1000,EXIT
157140,ms,Freezer,PZ_1000_59,PZ,PZ_1000,EXIT
157280,ms,BoxStation,PACK_1000_000018,PACK,PACK_1000,ENTER
157510,ms,Oven,PZ_1000_69,PZ,PZ_1000,ENTER
158080,ms,PizzaSource,PZ_1000_70,PZ,PZ_1000,EXIT
158080,ms,PizzaSource,PZ_1000_72,PZ,PZ_1000,ENTER
158570,ms,Freezer,PZ_1000_67,PZ,PZ_1000,ENTER
159930,ms,Oven,PZ_1000_69,PZ,PZ_1000,EXIT
160380,ms,PackStation,PACK_1000_000019,PACK,PACK_1000,EXIT_AP
160650,ms,Freezer,PZ_1000_60,PZ,PZ_1000,EXIT
161070,ms,Oven,PZ_1000_70,PZ,PZ_1000,ENTER
161320,ms,PackStation,PZ_1000_59,PZ,PZ_1000,ENTER
161580,ms,PizzaSource,PZ_1000_72,PZ,PZ_1000,EXIT
161580,ms,PizzaSource,PZ_1000_74,PZ,PZ_1000,ENTER
162040,ms,Freezer,PZ_1000_69,PZ,PZ_1000,ENTER
163310,ms,PackStation,PZ_1000_60,PZ,PZ_1000,ENTER
163490,ms,Oven,PZ_1000_70,PZ,PZ_1000,EXIT
164150,ms,Freezer,PZ_1000_62,PZ,PZ_1000,EXIT
164550,ms,BoxStation,BOX_1000_000006,BOX,BOX_1000,EXIT_AP
164580,ms,Oven,PZ_1000_72,PZ,PZ_1000,ENTER
165110,ms,PizzaSource,PZ_1000_74,PZ,PZ_1000,EXIT
165110,ms,PizzaSource,PZ_1000_76,PZ,PZ_1000,ENTER
165380,ms,BoxStation,PACK_1000_000019,PACK,PACK_1000,ENTER
165600,ms,Freezer,PZ_1000_70,PZ,PZ_1000,ENTER
167000,ms,Oven,PZ_1000_72,PZ,PZ_1000,EXIT
167020,ms,PackStation,PACK_1000_000020,PACK,PACK_1000,EXIT_AP
167580,ms,PalletStation,BOX_1000_000006,BOX,BOX_1000,ENTER
167650,ms,Freezer,PZ_1000_63,PZ,PZ_1000,EXIT
167960,ms,PackStation,PZ_1000_62,PZ,PZ_1000,ENTER
168110,ms,Oven,PZ_1000_74,PZ,PZ_1000,ENTER
168600,ms,PizzaSource,PZ_1000_76,PZ,PZ_1000,EXIT
168600,ms,PizzaSource,PZ_1000_77,PZ,PZ_1000,ENTER
169110,ms,Freezer,PZ_1000_72,PZ,PZ_1000,ENTER
170310,ms,PackStation,PZ_1000_63,PZ,PZ_1000,ENTER
170520,ms,Oven,PZ_1000_74,PZ,PZ_1000,EXIT
171240,ms,Freezer,PZ_1000_66,PZ,PZ_1000,EXIT
171340,ms,BoxStation,PACK_1000_000020,PACK,PACK_1000,ENTER
171600,ms,Oven,PZ_1000_76,PZ,PZ_1000,ENTER
