time,unit,station,part,family,type,activity
172130,ms,PizzaSource,PZ_1000_77,PZ,PZ_1000,EXIT
172130,ms,PizzaSource,PZ_1000_79,PZ,PZ_1000,ENTER
172630,ms,Freezer,PZ_1000_74,PZ,PZ_1000,ENTER
174020,ms,Oven,PZ_1000_76,PZ,PZ_1000,EXIT
174800,ms,PackStation,PACK_1000_000021,PACK,PACK_1000,EXIT_AP
174820,ms,Freezer,PZ_1000_67,PZ,PZ_1000,EXIT
175120,ms,Oven,PZ_1000_77,PZ,PZ_1000,ENTER
175670,ms,PizzaSource,PZ_1000_79,PZ,PZ_1000,EXIT
175670,ms,PizzaSource,PZ_1000_80,PZ,PZ_1000,ENTER
175740,ms,PackStation,PZ_1000_66,PZ,PZ_1000,ENTER
176130,ms,Freezer,PZ_1000_76,PZ,PZ_1000,ENTER
177480,ms,PackStation,PZ_1000_67,PZ,PZ_1000,ENTER
177540,ms,Oven,PZ_1000_77,PZ,PZ_1000,EXIT
178290,ms,Freezer,PZ_1000_69,PZ,PZ_1000,EXIT
178660,ms,Oven,PZ_1000_79,PZ,PZ_1000,ENTER
179120,ms,BoxStation,PACK_1000_000021,PACK,PACK_1000,ENTER
179250,ms,PizzaSource,PZ_1000_80,PZ,PZ_1000,EXIT
179250,ms,PizzaSource,PZ_1000_82,PZ,PZ_1000,ENTER
179650,ms,Freezer,PZ_1000_77,PZ,PZ_1000,ENTER
181080,ms,Oven,PZ_1000_79,PZ,PZ_1000,EXIT
181780,ms,PackStation,PACK_1000_000022,PACK,PACK_1000,EXIT_AP
181850,ms,Freezer,PZ_1000_70,PZ,PZ_1000,EXIT
182240,ms,Oven,PZ_1000_80,PZ,PZ_1000,ENTER
182720,ms,PackStation,PZ_1000_69,PZ,PZ_1000,ENTER
182730,ms,PizzaSource,PZ_1000_82,PZ,PZ_1000,EXIT
182730,ms,PizzaSource,PZ_1000_83,PZ,PZ_1000,ENTER
183190,ms,Freezer,PZ_1000_79,PZ,PZ_1000,ENTER
184510,ms,PackStation,PZ_1000_70,PZ,PZ_1000,ENTER
184660,ms,Oven,PZ_1000_80,PZ,PZ_1000,EXIT
185360,ms,Freezer,PZ_1000_72,PZ,PZ_1000,EXIT
185720,ms,Oven,PZ_1000_82,PZ,PZ_1000,ENTER
186260,ms,PizzaSource,PZ_1000_83,PZ,PZ_1000,EXIT
186260,ms,PizzaSource,PZ_1000_86,PZ,PZ_1000,ENTER
186770,ms,Freezer,PZ_1000_80,PZ,PZ_1000,ENTER
187250,ms,BoxStation,BOX_1000_000007,BOX,BOX_1000,EXIT_AP
188080,ms,BoxStation,PACK_1000_000022,PACK,PACK_1000,ENTER
188140,ms,Oven,PZ_1000_82,PZ,PZ_1000,EXIT
188190,ms,PackStation,PACK_1000_000023,PACK,PACK_1000,EXIT_AP
188890,ms,Freezer,PZ_1000_74,PZ,PZ_1000,EXIT
189130,ms,PackStation,PZ_1000_72,PZ,PZ_1000,ENTER
189250,ms,Oven,PZ_1000_83,PZ,PZ_1000,ENTER
189750,ms,PizzaSource,PZ_1000_86,PZ,PZ_1000,EXIT
189750,ms,PizzaSource,PZ_1000_87,PZ,PZ_1000,ENTER
190250,ms,Freezer,PZ_1000_82,PZ,PZ_1000,ENTER
190280,ms,PalletStation,BOX_1000_000007,BOX,BOX_1000,ENTER
191550,ms,PackStation,PZ_1000_74,PZ,PZ_1000,ENTER
191670,ms,Oven,PZ_1000_83,PZ,PZ_1000,EXIT
192380,ms,Freezer,PZ_1000_76,PZ,PZ_1000,EXIT
192510,ms,BoxStation,PACK_1000_000023,PACK,PACK_1000,ENTER
192750,ms,Oven,PZ_1000_86,PZ,PZ_1000,ENTER
193290,ms,PizzaSource,PZ_1000_87,PZ,PZ_1000,EXIT
193290,ms,PizzaSource,PZ_1000_89,PZ,PZ_1000,ENTER
193780,ms,Freezer,PZ_1000_83,PZ,PZ_1000,ENTER
195170,ms,Oven,PZ_1000_86,PZ,PZ_1000,EXIT
195410,ms,PackStation,PACK_1000_000024,PACK,PACK_1000,EXIT_AP
195900,ms,Freezer,PZ_1000_77,PZ,PZ_1000,EXIT
196290,ms,Oven,PZ_1000_87,PZ,PZ_1000,ENTER
196360,ms,PackStation,PZ_1000_76,PZ,PZ_1000,ENTER
196800,ms,PizzaSource,PZ_1000_89,PZ,PZ_1000,EXIT
196800,ms,PizzaSource,PZ_1000_90,PZ,PZ_1000,ENTER
197280,ms,Freezer,PZ_1000_86,PZ,PZ_1000,ENTER
198560,ms,PackStation,PZ_1000_77,PZ,PZ_1000,ENTER
198710,ms,Oven,PZ_1000_87,PZ,PZ_1000,EXIT
199440,ms,Freezer,PZ_1000_79,PZ,PZ_1000,EXIT
199730,ms,BoxStation,PACK_1000_000024,PACK,PACK_1000,ENTER
199800,ms,Oven,PZ_1000_89,PZ,PZ_1000,ENTER
200300,ms,PizzaSource,PZ_1000_90,PZ,PZ_1000,EXIT
200300,ms,PizzaSource,PZ_1000_92,PZ,PZ_1000,ENTER
200820,ms,Freezer,PZ_1000_87,PZ,PZ_1000,ENTER
202210,ms,Oven,PZ_1000_89,PZ,PZ_1000,EXIT
202730,ms,PackStation,PACK_1000_000025,PACK,PACK_1000,EXIT_AP
203020,ms,Freezer,PZ_1000_80,PZ,PZ_1000,EXIT
203300,ms,Oven,PZ_1000_90,PZ,PZ_1000,ENTER
203670,ms,PackStation,PZ_1000_79,PZ,PZ_1000,ENTER
203810,ms,PizzaSource,PZ_1000_92,PZ,PZ_1000,EXIT
203810,ms,PizzaSource,PZ_1000_94,PZ,PZ_1000,ENTER
204320,ms,Freezer,PZ_1000_89,PZ,PZ_1000,ENTER
205680,ms,PackStation,PZ_1000_80,PZ,PZ_1000,ENTER
205720,ms,Oven,PZ_1000_90,PZ,PZ_1000,EXIT
206500,ms,Freezer,PZ_1000_82,PZ,PZ_1000,EXIT
206810,ms,Oven,PZ_1000_92,PZ,PZ_1000,ENTER
207100,ms,BoxStation,BOX_1000_000008,BOX,BOX_1000,EXIT_AP
207380,ms,PizzaSource,PZ_1000_94,PZ,PZ_1000,EXIT
207380,ms,PizzaSource,PZ_1000_96,PZ,PZ_1000,ENTER
207830,ms,Freezer,PZ_1000_90,PZ,PZ_1000,ENTER
207930,ms,BoxStation,PACK_1000_000025,PACK,PACK_1000,ENTER
209220,ms,Oven,PZ_1000_92,PZ,PZ_1000,EXIT
209990,ms,PackStation,PACK_1000_000026,PACK,PACK_1000,EXIT_AP
210030,ms,Freezer,PZ_1000_83,PZ,PZ_1000,EXIT
210130,ms,PalletStation,BOX_1000_000008,BOX,BOX_1000,ENTER
210370,ms,Oven,PZ_1000_94,PZ,PZ_1000,ENTER
210890,ms,PizzaSource,PZ_1000_96,PZ,PZ_1000,EXIT
210890,ms,PizzaSource,PZ_1000_97,PZ,PZ_1000,ENTER
210930,ms,PackStation,PZ_1000_82,PZ,PZ_1000,ENTER
211330,ms,Freezer,PZ_1000_92,PZ,PZ_1000,ENTER
212690,ms,PackStation,PZ_1000_83,PZ,PZ_1000,ENTER
212790,ms,Oven,PZ_1000_94,PZ,PZ_1000,EXIT
213530,ms,Freezer,PZ_1000_86,PZ,PZ_1000,EXIT
213890,ms,Oven,PZ_1000_96,PZ,PZ_1000,ENTER
214310,ms,BoxStation,PACK_1000_000026,PACK,PACK_1000,ENTER
214360,ms,PizzaSource,PZ_1000_97,PZ,PZ_1000,EXIT
214360,ms,PizzaSource,PZ_1000_99,PZ,PZ_1000,ENTER
214900,ms,Freezer,PZ_1000_94,PZ,PZ_1000,ENTER
216310,ms,Oven,PZ_1000_96,PZ,PZ_1000,EXIT
216730,ms,PackStation,PACK_1000_000027,PACK,PACK_1000,EXIT_AP
217070,ms,Freezer,PZ_1000_87,PZ,PZ_1000,EXIT
217360,ms,Oven,PZ_1000_97,PZ,PZ_1000,ENTER
217670,ms,PackStation,PZ_1000_86,PZ,PZ_1000,ENTER
217870,ms,PizzaSource,PZ_1000_99,PZ,PZ_1000,EXIT
217870,ms,PizzaSource,PZ_1000_100,PZ,PZ_1000,ENTER
218420,ms,Freezer,PZ_1000_96,PZ,PZ_1000,ENTER
219730,ms,PackStation,PZ_1000_87,PZ,PZ_1000,ENTER
219780,ms,Oven,PZ_1000_97,PZ,PZ_1000,EXIT
220570,ms,Freezer,PZ_1000_89,PZ,PZ_1000,EXIT
220860,ms,Oven,PZ_1000_99,PZ,PZ_1000,ENTER
221050,ms,BoxStation,PACK_1000_000027,PACK,PACK_1000,ENTER
221370,ms,PizzaSource,PZ_1000_100,PZ,PZ_1000,EXIT
221370,ms,PizzaSource,PZ_1000_102,PZ,PZ_1000,ENTER
221890,ms,Freezer,PZ_1000_97,PZ,PZ_1000,ENTER
223280,ms,Oven,PZ_1000_99,PZ,PZ_1000,EXIT
223940,ms,PackStation,PACK_1000_000028,PACK,PACK_1000,EXIT_AP
224080,ms,Freezer,PZ_1000_90,PZ,PZ_1000,EXIT
224360,ms,Oven,PZ_1000_100,PZ,PZ_1000,ENTER
224880,ms,PackStation,PZ_1000_89,PZ,PZ_1000,ENTER
224920,ms,PizzaSource,PZ_1000_102,PZ,PZ_1000,EXIT
224920,ms,PizzaSource,PZ_1000_103,PZ,PZ_1000,ENTER
225390,ms,Freezer,PZ_1000_99,PZ,PZ_1000,ENTER
226740,ms,PackStation,PZ_1000_90,PZ,PZ_1000,ENTER
226780,ms,Oven,PZ_1000_100,PZ,PZ_1000,EXIT
227590,ms,Freezer,PZ_1000_92,PZ,PZ_1000,EXIT
227920,ms,Oven,PZ_1000_102,PZ,PZ_1000,ENTER
228410,ms,PizzaSource,PZ_1000_103,PZ,PZ_1000,EXIT
228410,ms,PizzaSource,PZ_1000_106,PZ,PZ_1000,ENTER
228890,ms,Freezer,PZ_1000_100,PZ,PZ_1000,ENTER
228970,ms,BoxStation,BOX_1000_000009,BOX,BOX_1000,EXIT_AP
229800,ms,BoxStation,PACK_1000_000028,PACK,PACK_1000,ENTER
230340,ms,Oven,PZ_1000_102,PZ,PZ_1000,EXIT
231150,ms,Freezer,PZ_1000_94,PZ,PZ_1000,EXIT
231190,ms,PackStation,PACK_1000_000029,PACK,PACK_1000,EXIT_AP
231410,ms,Oven,PZ_1000_103,PZ,PZ_1000,ENTER
231900,ms,PizzaSource,PZ_1000_106,PZ,PZ_1000,EXIT
231900,ms,PizzaSource,PZ_1000_107,PZ,PZ_1000,ENTER
232000,ms,PalletStation,BOX_1000_000009,BOX,BOX_1000,ENTER
232130,ms,PackStation,PZ_1000_92,PZ,PZ_1000,ENTER
232450,ms,Freezer,PZ_1000_102,PZ,PZ_1000,ENTER
233810,ms,PackStation,PZ_1000_94,PZ,PZ_1000,ENTER
233820,ms,Oven,PZ_1000_103,PZ,PZ_1000,EXIT
234670,ms,Freezer,PZ_1000_96,PZ,PZ_1000,EXIT
234900,ms,Oven,PZ_1000_106,PZ,PZ_1000,ENTER
235350,ms,PizzaSource,PZ_1000_107,PZ,PZ_1000,EXIT
235350,ms,PizzaSource,PZ_1000_109,PZ,PZ_1000,ENTER
235510,ms,BoxStation,PACK_1000_000029,PACK,PACK_1000,ENTER
235930,ms,Freezer,PZ_1000_103,PZ,PZ_1000,ENTER
237310,ms,Oven,PZ_1000_106,PZ,PZ_1000,EXIT
237610,ms,PackStation,PACK_1000_000030,PACK,PACK_1000,EXIT_AP
238140,ms,Freezer,PZ_1000_97,PZ,PZ_1000,EXIT
238350,ms,Oven,PZ_1000_107,PZ,PZ_1000,ENTER
238550,ms,PackStation,PZ_1000_96,PZ,PZ_1000,ENTER
238900,ms,PizzaSource,PZ_1000_109,PZ,PZ_1000,EXIT
238900,ms,PizzaSource,PZ_1000_110,PZ,PZ_1000,ENTER
240770,ms,Oven,PZ_1000_107,PZ,PZ_1000,EXIT
240800,ms,PackStation,PZ_1000_97,PZ,PZ_1000,ENTER
241480,ms,DefectPizzaSink,PZ_1000_106,PZ,PZ_1000,ENTER
241480,ms,DefectPizzaSink,PZ_1000_106,PZ,PZ_1000,EXIT
241640,ms,Freezer,PZ_1000_99,PZ,PZ_1000,EXIT
241890,ms,Oven,PZ_1000_109,PZ,PZ_1000,ENTER
241930,ms,BoxStation,PACK_1000_000030,PACK,PACK_1000,ENTER
242400,ms,PizzaSource,PZ_1000_110,PZ,PZ_1000,EXIT
242400,ms,PizzaSource,PZ_1000_112,PZ,PZ_1000,ENTER
242870,ms,Freezer,PZ_1000_107,PZ,PZ_1000,ENTER
244310,ms,Oven,PZ_1000_109,PZ,PZ_1000,EXIT
245140,ms,Freezer,PZ_1000_100,PZ,PZ_1000,EXIT
245290,ms,PackStation,PACK_1000_000031,PACK,PACK_1000,EXIT_AP
245400,ms,Oven,PZ_1000_110,PZ,PZ_1000,ENTER
245880,ms,PizzaSource,PZ_1000_112,PZ,PZ_1000,EXIT
245880,ms,PizzaSource,PZ_1000_113,PZ,PZ_1000,ENTER
246220,ms,PackStation,PZ_1000_99,PZ,PZ_1000,ENTER
246420,ms,Freezer,PZ_1000_109,PZ,PZ_1000,ENTER
247800,ms,PackStation,PZ_1000_100,PZ,PZ_1000,ENTER
247820,ms,Oven,PZ_1000_110,PZ,PZ_1000,EXIT
248700,ms,Freezer,PZ_1000_102,PZ,PZ_1000,EXIT
248880,ms,Oven,PZ_1000_112,PZ,PZ_1000,ENTER
249310,ms,PizzaSource,PZ_1000_113,PZ,PZ_1000,EXIT
249310,ms,PizzaSource,PZ_1000_116,PZ,PZ_1000,ENTER
250040,ms,BoxStation,BOX_1000_000010,BOX,BOX_1000,EXIT_AP
250860,ms,BoxStation,PACK_1000_000031,PACK,PACK_1000,ENTER
251300,ms,Oven,PZ_1000_112,PZ,PZ_1000,EXIT
251920,ms,PackStation,PACK_1000_000032,PACK,PACK_1000,EXIT_AP
251990,ms,DefectPizzaSink,PZ_1000_110,PZ,PZ_1000,ENTER
251990,ms,DefectPizzaSink,PZ_1000_110,PZ,PZ_1000,EXIT
252190,ms,Freezer,PZ_1000_103,PZ,PZ_1000,EXIT
252300,ms,Oven,PZ_1000_113,PZ,PZ_1000,ENTER
252750,ms,PizzaSource,PZ_1000_116,PZ,PZ_1000,EXIT
252750,ms,PizzaSource,PZ_1000_117,PZ,PZ_1000,ENTER
252860,ms,PackStation,PZ_1000_102,PZ,PZ_1000,ENTER
253060,ms,PalletStation,BOX_1000_000010,BOX,BOX_1000,ENTER
253410,ms,Freezer,PZ_1000_112,PZ,PZ_1000,ENTER
254720,ms,Oven,PZ_1000_113,PZ,PZ_1000,EXIT
254850,ms,PackStation,PZ_1000_103,PZ,PZ_1000,ENTER
255750,ms,Oven,PZ_1000_116,PZ,PZ_1000,ENTER
256240,ms,BoxStation,PACK_1000_000032,PACK,PACK_1000,ENTER
256330,ms,PizzaSource,PZ_1000_117,PZ,PZ_1000,EXIT
256330,ms,PizzaSource,PZ_1000_119,PZ,PZ_1000,ENTER
256830,ms,Freezer,PZ_1000_113,PZ,PZ_1000,ENTER
258170,ms,Oven,PZ_1000_116,PZ,PZ_1000,EXIT
259050,ms,PackStation,PACK_1000_000033,PACK,PACK_1000,EXIT_AP
259130,ms,Freezer,PZ_1000_107,PZ,PZ_1000,EXIT
259320,ms,Oven,PZ_1000_117,PZ,PZ_1000,ENTER
259740,ms,PizzaSource,PZ_1000_119,PZ,PZ_1000,EXIT
259740,ms,PizzaSource,PZ_1000_120,PZ,PZ_1000,ENTER
260270,ms,Freezer,PZ_1000_116,PZ,PZ_1000,ENTER
261740,ms,Oven,PZ_1000_117,PZ,PZ_1000,EXIT
261790,ms,PackStation,PZ_1000_107,PZ,PZ_1000,ENTER
262670,ms,Freezer,PZ_1000_109,PZ,PZ_1000,EXIT
262740,ms,Oven,PZ_1000_119,PZ,PZ_1000,ENTER
263310,ms,PizzaSource,PZ_1000_120,PZ,PZ_1000,EXIT
263310,ms,PizzaSource,PZ_1000_121,PZ,PZ_1000,ENTER
263370,ms,BoxStation,PACK_1000_000033,PACK,PACK_1000,ENTER
263850,ms,Freezer,PZ_1000_117,PZ,PZ_1000,ENTER
265160,ms,Oven,PZ_1000_119,PZ,PZ_1000,EXIT
265330,ms,PackStation,PZ_1000_109,PZ,PZ_1000,ENTER
266300,ms,Oven,PZ_1000_120,PZ,PZ_1000,ENTER
266840,ms,PizzaSource,PZ_1000_121,PZ,PZ_1000,EXIT
266840,ms,PizzaSource,PZ_1000_123,PZ,PZ_1000,ENTER
267270,ms,Freezer,PZ_1000_119,PZ,PZ_1000,ENTER
268720,ms,Oven,PZ_1000_120,PZ,PZ_1000,EXIT
269660,ms,Freezer,PZ_1000_112,PZ,PZ_1000,EXIT
269800,ms,PackStation,PACK_1000_000034,PACK,PACK_1000,EXIT_AP
269840,ms,Oven,PZ_1000_121,PZ,PZ_1000,ENTER
270320,ms,PizzaSource,PZ_1000_123,PZ,PZ_1000,EXIT
270320,ms,PizzaSource,PZ_1000_125,PZ,PZ_1000,ENTER
270830,ms,Freezer,PZ_1000_120,PZ,PZ_1000,ENTER
271440,ms,BoxStation,BOX_1000_000011,BOX,BOX_1000,EXIT_AP
272260,ms,Oven,PZ_1000_121,PZ,PZ_1000,EXIT
272320,ms,PackStation,PZ_1000_112,PZ,PZ_1000,ENTER
273080,ms,Freezer,PZ_1000_113,PZ,PZ_1000,EXIT
273320,ms,Oven,PZ_1000_123,PZ,PZ_1000,ENTER
273910,ms,PizzaSource,PZ_1000_125,PZ,PZ_1000,EXIT
273910,ms,PizzaSource,PZ_1000_126,PZ,PZ_1000,ENTER
274120,ms,BoxStation,PACK_1000_000034,PACK,PACK_1000,ENTER
274360,ms,Freezer,PZ_1000_121,PZ,PZ_1000,ENTER
274470,ms,PalletStation,BOX_1000_000011,BOX,BOX_1000,ENTER
275740,ms,Oven,PZ_1000_123,PZ,PZ_1000,EXIT
275740,ms,PackStation,PZ_1000_113,PZ,PZ_1000,ENTER
276530,ms,Freezer,PZ_1000_116,PZ,PZ_1000,EXIT
276900,ms,Oven,PZ_1000_125,PZ,PZ_1000,ENTER
277400,ms,PizzaSource,PZ_1000_126,PZ,PZ_1000,EXIT
277400,ms,PizzaSource,PZ_1000_128,PZ,PZ_1000,ENTER
277850,ms,Freezer,PZ_1000_123,PZ,PZ_1000,ENTER
279320,ms,Oven,PZ_1000_125,PZ,PZ_1000,EXIT
279730,ms,PackStation,PACK_1000_000035,PACK,PACK_1000,EXIT_AP
280100,ms,Freezer,PZ_1000_117,PZ,PZ_1000,EXIT
280400,ms,Oven,PZ_1000_126,PZ,PZ_1000,ENTER
280670,ms,PackStation,PZ_1000_116,PZ,PZ_1000,ENTER
280830,ms,PizzaSource,PZ_1000_128,PZ,PZ_1000,EXIT
280830,ms,PizzaSource,PZ_1000_129,PZ,PZ_1000,ENTER
281430,ms,Freezer,PZ_1000_125,PZ,PZ_1000,ENTER
282760,ms,PackStation,PZ_1000_117,PZ,PZ_1000,ENTER
282820,ms,Oven,PZ_1000_126,PZ,PZ_1000,EXIT
283520,ms,Freezer,PZ_1000_119,PZ,PZ_1000,EXIT
283830,ms,Oven,PZ_1000_128,PZ,PZ_1000,ENTER
284050,ms,BoxStation,PACK_1000_000035,PACK,PACK_1000,ENTER
284320,ms,PizzaSource,PZ_1000_129,PZ,PZ_1000,EXIT
284320,ms,PizzaSource,PZ_1000_131,PZ,PZ_1000,ENTER
284930,ms,Freezer,PZ_1000_126,PZ,PZ_1000,ENTER
286250,ms,Oven,PZ_1000_128,PZ,PZ_1000,EXIT
286460,ms,PackStation,PACK_1000_000036,PACK,PACK_1000,EXIT_AP
287080,ms,Freezer,PZ_1000_120,PZ,PZ_1000,EXIT
287310,ms,Oven,PZ_1000_129,PZ,PZ_1000,ENTER
287400,ms,PackStation,PZ_1000_119,PZ,PZ_1000,ENTER
287830,ms,PizzaSource,PZ_1000_131,PZ,PZ_1000,EXIT
287830,ms,PizzaSource,PZ_1000_132,PZ,PZ_1000,ENTER
288350,ms,Freezer,PZ_1000_128,PZ,PZ_1000,ENTER
289730,ms,Oven,PZ_1000_129,PZ,PZ_1000,EXIT
289740,ms,PackStation,PZ_1000_120,PZ,PZ_1000,ENTER
290620,ms,Freezer,PZ_1000_121,PZ,PZ_1000,EXIT
290780,ms,BoxStation,PACK_1000_000036,PACK,PACK_1000,ENTER
290830,ms,Oven,PZ_1000_131,PZ,PZ_1000,ENTER
291330,ms,PizzaSource,PZ_1000_132,PZ,PZ_1000,EXIT
291330,ms,PizzaSource,PZ_1000_134,PZ,PZ_1000,ENTER
291840,ms,Freezer,PZ_1000_129,PZ,PZ_1000,ENTER
293250,ms,Oven,PZ_1000_131,PZ,PZ_1000,EXIT
294100,ms,Freezer,PZ_1000_123,PZ,PZ_1000,EXIT
294130,ms,PackStation,PACK_1000_000037,PACK,PACK_1000,EXIT_AP
294330,ms,Oven,PZ_1000_132,PZ,PZ_1000,ENTER
294820,ms,PizzaSource,PZ_1000_134,PZ,PZ_1000,EXIT
294820,ms,PizzaSource,PZ_1000_136,PZ,PZ_1000,ENTER
295070,ms,PackStation,PZ_1000_121,PZ,PZ_1000,ENTER
295360,ms,Freezer,PZ_1000_131,PZ,PZ_1000,ENTER
296750,ms,Oven,PZ_1000_132,PZ,PZ_1000,EXIT
296760,ms,PackStation,PZ_1000_123,PZ,PZ_1000,ENTER
297680,ms,Freezer,PZ_1000_125,PZ,PZ_1000,EXIT
297820,ms,Oven,PZ_1000_134,PZ,PZ_1000,ENTER
298220,ms,BoxStation,BOX_1000_000012,BOX,BOX_1000,EXIT_AP
298370,ms,PizzaSource,PZ_1000_136,PZ,PZ_1000,EXIT
298370,ms,PizzaSource,PZ_1000_138,PZ,PZ_1000,ENTER
298860,ms,Freezer,PZ_1000_132,PZ,PZ_1000,ENTER
299050,ms,BoxStation,PACK_1000_000037,PACK,PACK_1000,ENTER
300230,ms,Oven,PZ_1000_134,PZ,PZ_1000,EXIT
300600,ms,PackStation,PACK_1000_000038,PACK,PACK_1000,EXIT_AP
301180,ms,Freezer,PZ_1000_126,PZ,PZ_1000,EXIT
301360,ms,Oven,PZ_1000_136,PZ,PZ_1000,ENTER
301540,ms,PackStation,PZ_1000_125,PZ,PZ_1000,ENTER
301840,ms,PizzaSource,PZ_1000_138,PZ,PZ_1000,EXIT
301840,ms,PizzaSource,PZ_1000_139,PZ,PZ_1000,ENTER
302340,ms,Freezer,PZ_1000_134,PZ,PZ_1000,ENTER
303780,ms,Oven,PZ_1000_136,PZ,PZ_1000,EXIT
303840,ms,PackStation,PZ_1000_126,PZ,PZ_1000,ENTER
304610,ms,Freezer,PZ_1000_128,PZ,PZ_1000,EXIT
304840,ms,Oven,PZ_1000_138,PZ,PZ_1000,ENTER
304920,ms,BoxStation,PACK_1000_000038,PACK,PACK_1000,ENTER
305380,ms,PizzaSource,PZ_1000_139,PZ,PZ_1000,EXIT
305380,ms,PizzaSource,PZ_1000_141,PZ,PZ_1000,ENTER
305890,ms,Freezer,PZ_1000_136,PZ,PZ_1000,ENTER
307250,ms,Oven,PZ_1000_138,PZ,PZ_1000,EXIT
307980,ms,PackStation,PACK_1000_000039,PACK,PACK_1000,EXIT_AP
308090,ms,Freezer,PZ_1000_129,PZ,PZ_1000,EXIT
308380,ms,Oven,PZ_1000_139,PZ,PZ_1000,ENTER
308840,ms,PizzaSource,PZ_1000_141,PZ,PZ_1000,EXIT
308840,ms,PizzaSource,PZ_1000_142,PZ,PZ_1000,ENTER
308920,ms,PackStation,PZ_1000_128,PZ,PZ_1000,ENTER
309360,ms,Freezer,PZ_1000_138,PZ,PZ_1000,ENTER
310750,ms,PackStation,PZ_1000_129,PZ,PZ_1000,ENTER
310790,ms,Oven,PZ_1000_139,PZ,PZ_1000,EXIT
311610,ms,Freezer,PZ_1000_131,PZ,PZ_1000,EXIT
311840,ms,Oven,PZ_1000_141,PZ,PZ_1000,ENTER
312260,ms,PizzaSource,PZ_1000_142,PZ,PZ_1000,EXIT
312260,ms,PizzaSource,PZ_1000_144,PZ,PZ_1000,ENTER
312300,ms,BoxStation,PACK_1000_000039,PACK,PACK_1000,ENTER
312900,ms,Freezer,PZ_1000_139,PZ,PZ_1000,ENTER
314260,ms,Oven,PZ_1000_141,PZ,PZ_1000,EXIT
314820,ms,PackStation,PACK_1000_000040,PACK,PACK_1000,EXIT_AP
315110,ms,Freezer,PZ_1000_132,PZ,PZ_1000,EXIT
315250,ms,Oven,PZ_1000_142,PZ,PZ_1000,ENTER
315680,ms,PizzaSource,PZ_1000_144,PZ,PZ_1000,EXIT
315680,ms,PizzaSource,PZ_1000_145,PZ,PZ_1000,ENTER
315760,ms,PackStation,PZ_1000_131,PZ,PZ_1000,ENTER
316360,ms,Freezer,PZ_1000_141,PZ,PZ_1000,ENTER
317670,ms,Oven,PZ_1000_142,PZ,PZ_1000,EXIT
317770,ms,PackStation,PZ_1000_132,PZ,PZ_1000,ENTER
318590,ms,Freezer,PZ_1000_134,PZ,PZ_1000,EXIT
318680,ms,Oven,PZ_1000_144,PZ,PZ_1000,ENTER
319140,ms,PizzaSource,PZ_1000_145,PZ,PZ_1000,EXIT
319140,ms,PizzaSource,PZ_1000_148,PZ,PZ_1000,ENTER
319710,ms,BoxStation,BOX_1000_000013,BOX,BOX_1000,EXIT_AP
319780,ms,Freezer,PZ_1000_142,PZ,PZ_1000,ENTER
320540,ms,BoxStation,PACK_1000_000040,PACK,PACK_1000,ENTER
321100,ms,Oven,PZ_1000_144,PZ,PZ_1000,EXIT
321470,ms,PackStation,PACK_1000_000041,PACK,PACK_1000,EXIT_AP
322140,ms,Oven,PZ_1000_145,PZ,PZ_1000,ENTER
322140,ms,Freezer,PZ_1000_136,PZ,PZ_1000,EXIT
322410,ms,PackStation,PZ_1000_134,PZ,PZ_1000,ENTER
322610,ms,PizzaSource,PZ_1000_148,PZ,PZ_1000,EXIT
322610,ms,PizzaSource,PZ_1000_149,PZ,PZ_1000,ENTER
323210,ms,Freezer,PZ_1000_144,PZ,PZ_1000,ENTER
324560,ms,Oven,PZ_1000_145,PZ,PZ_1000,EXIT
324800,ms,PackStation,PZ_1000_136,PZ,PZ_1000,ENTER
325610,ms,Oven,PZ_1000_148,PZ,PZ_1000,ENTER
325620,ms,Freezer,PZ_1000_138,PZ,PZ_1000,EXIT
325790,ms,BoxStation,PACK_1000_000041,PACK,PACK_1000,ENTER
326090,ms,PizzaSource,PZ_1000_149,PZ,PZ_1000,EXIT
326090,ms,PizzaSource,PZ_1000_151,PZ,PZ_1000,ENTER
326660,ms,Freezer,PZ_1000_145,PZ,PZ_1000,ENTER
328020,ms,Oven,PZ_1000_148,PZ,PZ_1000,EXIT
329090,ms,Oven,PZ_1000_149,PZ,PZ_1000,ENTER
329150,ms,Freezer,PZ_1000_139,PZ,PZ_1000,EXIT
329390,ms,PackStation,PACK_1000_000042,PACK,PACK_1000,EXIT_AP
329590,ms,PizzaSource,PZ_1000_151,PZ,PZ_1000,EXIT
329590,ms,PizzaSource,PZ_1000_152,PZ,PZ_1000,ENTER
330130,ms,Freezer,PZ_1000_148,PZ,PZ_1000,ENTER
330330,ms,PackStation,PZ_1000_138,PZ,PZ_1000,ENTER
331500,ms,Oven,PZ_1000_149,PZ,PZ_1000,EXIT
331810,ms,PackStation,PZ_1000_139,PZ,PZ_1000,ENTER
332590,ms,Oven,PZ_1000_151,PZ,PZ_1000,ENTER
332620,ms,Freezer,PZ_1000_141,PZ,PZ_1000,EXIT
333050,ms,PizzaSource,PZ_1000_152,PZ,PZ_1000,EXIT
333050,ms,PizzaSource,PZ_1000_154,PZ,PZ_1000,ENTER
333610,ms,Freezer,PZ_1000_149,PZ,PZ_1000,ENTER
333700,ms,BoxStation,PACK_1000_000042,PACK,PACK_1000,ENTER
335010,ms,Oven,PZ_1000_151,PZ,PZ_1000,EXIT
